arm,query_id,feature,value
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,uses_any_arm_term,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_arm_term_hits,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_del_statements,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_repl_blocks,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_llm_query_calls,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_rlm_query_calls,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_batched_calls,0.0
rlm_a6,longbench_codeqa::66ec56dd821e116aacb1cd0e,trace_len_chars,1.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,uses_any_arm_term,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_arm_term_hits,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_del_statements,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_repl_blocks,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_llm_query_calls,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_rlm_query_calls,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,n_batched_calls,0.0
rlm_a6,longbench_codeqa::66fa69a4bb02136c067c6b75,trace_len_chars,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,uses_any_arm_term,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_arm_term_hits,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_del_statements,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_repl_blocks,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_llm_query_calls,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_rlm_query_calls,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,n_batched_calls,0.0
rlm_a6,longbench_codeqa::66ed3e90821e116aacb1f82f,trace_len_chars,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,uses_any_arm_term,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_arm_term_hits,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_del_statements,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_repl_blocks,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_llm_query_calls,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_rlm_query_calls,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_batched_calls,0.0
rlm_a1,longbench_codeqa::66ec56dd821e116aacb1cd0e,trace_len_chars,1463.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,uses_any_arm_term,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_arm_term_hits,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_del_statements,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_repl_blocks,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_llm_query_calls,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_rlm_query_calls,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,n_batched_calls,0.0
rlm_a1,longbench_codeqa::66fa69a4bb02136c067c6b75,trace_len_chars,9.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,uses_any_arm_term,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_arm_term_hits,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_del_statements,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_repl_blocks,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_llm_query_calls,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_rlm_query_calls,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,n_batched_calls,0.0
rlm_a1,longbench_codeqa::66ed3e90821e116aacb1f82f,trace_len_chars,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,uses_any_arm_term,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_arm_term_hits,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_del_statements,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_repl_blocks,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_llm_query_calls,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_rlm_query_calls,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_batched_calls,0.0
rlm_a0,longbench_codeqa::66ec56dd821e116aacb1cd0e,trace_len_chars,796.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,uses_any_arm_term,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_arm_term_hits,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_del_statements,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_repl_blocks,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_llm_query_calls,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_rlm_query_calls,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,n_batched_calls,0.0
rlm_a0,longbench_codeqa::66fa69a4bb02136c067c6b75,trace_len_chars,1.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,uses_any_arm_term,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_arm_term_hits,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_del_statements,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_repl_blocks,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_llm_query_calls,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_rlm_query_calls,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,n_batched_calls,0.0
rlm_a0,longbench_codeqa::66ed3e90821e116aacb1f82f,trace_len_chars,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,uses_any_arm_term,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_arm_term_hits,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_del_statements,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_repl_blocks,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_llm_query_calls,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_rlm_query_calls,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_batched_calls,0.0
rlm_a4,longbench_codeqa::66ec56dd821e116aacb1cd0e,trace_len_chars,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,uses_any_arm_term,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_arm_term_hits,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_del_statements,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_repl_blocks,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_llm_query_calls,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_rlm_query_calls,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,n_batched_calls,0.0
rlm_a4,longbench_codeqa::66fa69a4bb02136c067c6b75,trace_len_chars,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,uses_any_arm_term,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_arm_term_hits,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_del_statements,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_repl_blocks,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_llm_query_calls,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_rlm_query_calls,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,n_batched_calls,0.0
rlm_a4,longbench_codeqa::66ed3e90821e116aacb1f82f,trace_len_chars,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,uses_any_arm_term,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_arm_term_hits,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_del_statements,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_repl_blocks,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_llm_query_calls,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_rlm_query_calls,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,n_batched_calls,0.0
rlm_a3,longbench_codeqa::66ec56dd821e116aacb1cd0e,trace_len_chars,1.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,uses_any_arm_term,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_arm_term_hits,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_del_statements,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_repl_blocks,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_llm_query_calls,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_rlm_query_calls,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,n_batched_calls,0.0
rlm_a3,longbench_codeqa::66fa69a4bb02136c067c6b75,trace_len_chars,1.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,uses_any_arm_term,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_arm_term_hits,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_del_statements,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_repl_blocks,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_llm_query_calls,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_rlm_query_calls,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,n_batched_calls,0.0
rlm_a3,longbench_codeqa::66ed3e90821e116aacb1f82f,trace_len_chars,1.0
rlm_a6,sniah::tier2000::i0,uses_any_arm_term,0.0
rlm_a6,sniah::tier2000::i0,n_arm_term_hits,0.0
rlm_a6,sniah::tier2000::i0,n_del_statements,0.0
rlm_a6,sniah::tier2000::i0,n_repl_blocks,0.0
rlm_a6,sniah::tier2000::i0,n_llm_query_calls,0.0
rlm_a6,sniah::tier2000::i0,n_rlm_query_calls,0.0
rlm_a6,sniah::tier2000::i0,n_batched_calls,0.0
rlm_a6,sniah::tier2000::i0,trace_len_chars,8.0
rlm_a6,sniah::tier8000::i2,uses_any_arm_term,0.0
rlm_a6,sniah::tier8000::i2,n_arm_term_hits,0.0
rlm_a6,sniah::tier8000::i2,n_del_statements,0.0
rlm_a6,sniah::tier8000::i2,n_repl_blocks,0.0
rlm_a6,sniah::tier8000::i2,n_llm_query_calls,0.0
rlm_a6,sniah::tier8000::i2,n_rlm_query_calls,0.0
rlm_a6,sniah::tier8000::i2,n_batched_calls,0.0
rlm_a6,sniah::tier8000::i2,trace_len_chars,8.0
rlm_a6,sniah::tier4000::i1,uses_any_arm_term,0.0
rlm_a6,sniah::tier4000::i1,n_arm_term_hits,0.0
rlm_a6,sniah::tier4000::i1,n_del_statements,0.0
rlm_a6,sniah::tier4000::i1,n_repl_blocks,0.0
rlm_a6,sniah::tier4000::i1,n_llm_query_calls,0.0
rlm_a6,sniah::tier4000::i1,n_rlm_query_calls,0.0
rlm_a6,sniah::tier4000::i1,n_batched_calls,0.0
rlm_a6,sniah::tier4000::i1,trace_len_chars,8.0
rlm_a1,sniah::tier2000::i0,uses_any_arm_term,0.0
rlm_a1,sniah::tier2000::i0,n_arm_term_hits,0.0
rlm_a1,sniah::tier2000::i0,n_del_statements,0.0
rlm_a1,sniah::tier2000::i0,n_repl_blocks,0.0
rlm_a1,sniah::tier2000::i0,n_llm_query_calls,0.0
rlm_a1,sniah::tier2000::i0,n_rlm_query_calls,0.0
rlm_a1,sniah::tier2000::i0,n_batched_calls,0.0
rlm_a1,sniah::tier2000::i0,trace_len_chars,34.0
rlm_a1,sniah::tier8000::i2,uses_any_arm_term,0.0
rlm_a1,sniah::tier8000::i2,n_arm_term_hits,0.0
rlm_a1,sniah::tier8000::i2,n_del_statements,0.0
rlm_a1,sniah::tier8000::i2,n_repl_blocks,0.0
rlm_a1,sniah::tier8000::i2,n_llm_query_calls,0.0
rlm_a1,sniah::tier8000::i2,n_rlm_query_calls,0.0
rlm_a1,sniah::tier8000::i2,n_batched_calls,0.0
rlm_a1,sniah::tier8000::i2,trace_len_chars,20.0
rlm_a1,sniah::tier4000::i1,uses_any_arm_term,0.0
rlm_a1,sniah::tier4000::i1,n_arm_term_hits,0.0
rlm_a1,sniah::tier4000::i1,n_del_statements,0.0
rlm_a1,sniah::tier4000::i1,n_repl_blocks,0.0
rlm_a1,sniah::tier4000::i1,n_llm_query_calls,0.0
rlm_a1,sniah::tier4000::i1,n_rlm_query_calls,0.0
rlm_a1,sniah::tier4000::i1,n_batched_calls,0.0
rlm_a1,sniah::tier4000::i1,trace_len_chars,8.0
rlm_a0,sniah::tier2000::i0,uses_any_arm_term,0.0
rlm_a0,sniah::tier2000::i0,n_arm_term_hits,0.0
rlm_a0,sniah::tier2000::i0,n_del_statements,0.0
rlm_a0,sniah::tier2000::i0,n_repl_blocks,0.0
rlm_a0,sniah::tier2000::i0,n_llm_query_calls,0.0
rlm_a0,sniah::tier2000::i0,n_rlm_query_calls,0.0
rlm_a0,sniah::tier2000::i0,n_batched_calls,0.0
rlm_a0,sniah::tier2000::i0,trace_len_chars,8.0
rlm_a0,sniah::tier8000::i2,uses_any_arm_term,0.0
rlm_a0,sniah::tier8000::i2,n_arm_term_hits,0.0
rlm_a0,sniah::tier8000::i2,n_del_statements,0.0
rlm_a0,sniah::tier8000::i2,n_repl_blocks,0.0
rlm_a0,sniah::tier8000::i2,n_llm_query_calls,0.0
rlm_a0,sniah::tier8000::i2,n_rlm_query_calls,0.0
rlm_a0,sniah::tier8000::i2,n_batched_calls,0.0
rlm_a0,sniah::tier8000::i2,trace_len_chars,8.0
rlm_a0,sniah::tier4000::i1,uses_any_arm_term,0.0
rlm_a0,sniah::tier4000::i1,n_arm_term_hits,0.0
rlm_a0,sniah::tier4000::i1,n_del_statements,0.0
rlm_a0,sniah::tier4000::i1,n_repl_blocks,0.0
rlm_a0,sniah::tier4000::i1,n_llm_query_calls,0.0
rlm_a0,sniah::tier4000::i1,n_rlm_query_calls,0.0
rlm_a0,sniah::tier4000::i1,n_batched_calls,0.0
rlm_a0,sniah::tier4000::i1,trace_len_chars,8.0
rlm_a4,sniah::tier2000::i0,uses_any_arm_term,0.0
rlm_a4,sniah::tier2000::i0,n_arm_term_hits,0.0
rlm_a4,sniah::tier2000::i0,n_del_statements,0.0
rlm_a4,sniah::tier2000::i0,n_repl_blocks,0.0
rlm_a4,sniah::tier2000::i0,n_llm_query_calls,0.0
rlm_a4,sniah::tier2000::i0,n_rlm_query_calls,0.0
rlm_a4,sniah::tier2000::i0,n_batched_calls,0.0
rlm_a4,sniah::tier2000::i0,trace_len_chars,8.0
rlm_a4,sniah::tier8000::i2,uses_any_arm_term,0.0
rlm_a4,sniah::tier8000::i2,n_arm_term_hits,0.0
rlm_a4,sniah::tier8000::i2,n_del_statements,0.0
rlm_a4,sniah::tier8000::i2,n_repl_blocks,0.0
rlm_a4,sniah::tier8000::i2,n_llm_query_calls,0.0
rlm_a4,sniah::tier8000::i2,n_rlm_query_calls,0.0
rlm_a4,sniah::tier8000::i2,n_batched_calls,0.0
rlm_a4,sniah::tier8000::i2,trace_len_chars,9.0
rlm_a4,sniah::tier4000::i1,uses_any_arm_term,0.0
rlm_a4,sniah::tier4000::i1,n_arm_term_hits,0.0
rlm_a4,sniah::tier4000::i1,n_del_statements,0.0
rlm_a4,sniah::tier4000::i1,n_repl_blocks,0.0
rlm_a4,sniah::tier4000::i1,n_llm_query_calls,0.0
rlm_a4,sniah::tier4000::i1,n_rlm_query_calls,0.0
rlm_a4,sniah::tier4000::i1,n_batched_calls,0.0
rlm_a4,sniah::tier4000::i1,trace_len_chars,1748.0
rlm_a3,sniah::tier2000::i0,uses_any_arm_term,0.0
rlm_a3,sniah::tier2000::i0,n_arm_term_hits,0.0
rlm_a3,sniah::tier2000::i0,n_del_statements,0.0
rlm_a3,sniah::tier2000::i0,n_repl_blocks,0.0
rlm_a3,sniah::tier2000::i0,n_llm_query_calls,0.0
rlm_a3,sniah::tier2000::i0,n_rlm_query_calls,0.0
rlm_a3,sniah::tier2000::i0,n_batched_calls,0.0
rlm_a3,sniah::tier2000::i0,trace_len_chars,8.0
rlm_a3,sniah::tier8000::i2,uses_any_arm_term,0.0
rlm_a3,sniah::tier8000::i2,n_arm_term_hits,0.0
rlm_a3,sniah::tier8000::i2,n_del_statements,0.0
rlm_a3,sniah::tier8000::i2,n_repl_blocks,0.0
rlm_a3,sniah::tier8000::i2,n_llm_query_calls,0.0
rlm_a3,sniah::tier8000::i2,n_rlm_query_calls,0.0
rlm_a3,sniah::tier8000::i2,n_batched_calls,0.0
rlm_a3,sniah::tier8000::i2,trace_len_chars,822.0
rlm_a3,sniah::tier4000::i1,uses_any_arm_term,0.0
rlm_a3,sniah::tier4000::i1,n_arm_term_hits,0.0
rlm_a3,sniah::tier4000::i1,n_del_statements,0.0
rlm_a3,sniah::tier4000::i1,n_repl_blocks,0.0
rlm_a3,sniah::tier4000::i1,n_llm_query_calls,0.0
rlm_a3,sniah::tier4000::i1,n_rlm_query_calls,0.0
rlm_a3,sniah::tier4000::i1,n_batched_calls,0.0
rlm_a3,sniah::tier4000::i1,trace_len_chars,5.0
